name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Mycobacterium phage Nyxis	1445714	species	51250	1	0	0.0
Hymenobacter swuensis	1446467	species	5252070	25	14	0.0
Bacillus sp. Pc3	1446792	species	3982168	2	0	0.0
Aneurinibacillus sp. XH2	1450761	species	3664835	10	9	0.0
Sediminicola sp. YIK13	1453352	species	3569807	9	7	0.0
Chlamydia gallinacea	1457153	species	1067202	2	2	0.0
Octadecabacter temperatus	1458307	species	3264628	11	9	0.0
Comamonadaceae bacterium A1	1458425	species	2574013	25	16	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	36	20	0.0
Myroides sp. ZB35	1458492	species	4065010	5	1	0.0
Paenibacillus yonginensis	1462996	species	4985901	9	8	0.0
Klebsiella quasipneumoniae	1463165	species	5586672	15	3	0.0
Mycobacterium phage 39HC	1463809	species	71565	1	0	0.0
Mycobacterium phage Hosp	1463811	species	70667	1	0	0.0
Mycobacterium phage Jolie1	1463812	species	71058	1	0	0.0
Anopheles minimus irodovirus	1465751	species	163023	1	1	0.0
Burkholderia sp. 2002721687	1468409	species	7285824	51	2	0.0
Burkholderiales bacterium GJ-E10	1469502	species	3276549	58	38	0.0
Zhongshania aliphaticivorans	1470434	species	4204359	19	15	0.0
Basilea psittacipulmonis	1472345	species	1959069	3	3	0.0
Lentibacillus amyloliquefaciens	1472767	species	3858284	7	6	0.0
Aureococcus anophagefferens virus	1474867	species	370920	1	1	0.0
Nonlabens sp. MIC269	1476901	species	2884293	8	6	0.0
Human papillomavirus type 178	1478160	species	7314	1	1	0.0
Methylobacterium sp. C1	1479019	species	6459145	92	9	0.0
Ralstonia phage RSJ2	1481785	species	44360	1	1	0.0
Thermofilum carboxyditrophus	1483572	species	1754190	2	0	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	42	29	0.0
Hymenobacter sp. PAMC 26628	1484118	species	5366977	42	34	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	24	12	0.0
Pantoea sp. PSNIH1	1484158	species	4410683	16	9	0.0
Methyloceanibacter	1484898	genus	0	2	0	0.0
Desulfurobacteriales	1485951	order	0	1	0	0.0
Martelella endophytica	1486262	species	4817335	49	33	0.0
Mycobacterium phage Kampy	1486425	species	51378	1	0	0.0
Mycobacterium phage OkiRoe	1486473	species	62661	1	0	0.0
Candidatus Sodalis pierantonius	1486991	species	4513140	12	5	0.0
Corynebacterium sp. ATCC 6931	1487956	species	2471920	10	8	0.0
Anoxybacillus sp. B2M1	1490052	species	3819480	10	6	0.0
Anoxybacillus sp. B7M1	1490057	species	3869056	7	2	0.0
Flavobacterium gilvum	1492737	species	4402594	8	5	0.0
Flavisolibacter sp. LCS9	1492898	species	5940863	7	5	0.0
Arthrobacter sp. PAMC 25486	1494608	species	4593579	23	18	0.0
methanogenic archaeon ISO4-H5	1495144	species	1937883	11	9	0.0
Chromobacteriaceae	1499392	family	0	1	0	0.0
Pseudomonas sp. Os17	1500686	species	6885464	51	5	0.0
Pseudomonas sp. St29	1500687	species	6833117	52	4	0.0
Campylobacter sp. RM16704	1500960	species	1557536	2	1	0.0
Prochlorococcus sp. MIT 0604	1501268	species	1780061	2	0	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	2	1	0.0
Burkholderia stagnalis	1503054	species	7583807	62	34	0.0
Burkholderia territorii	1503055	species	6902370	52	12	0.0
Halomonas sp. KO116	1504981	species	5168360	26	21	0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	species	749321	2	2	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	2	0	0.0
Thermococcus eurythermalis	1505907	species	2126164	4	2	0.0
Thermotoga caldifontis	1508419	species	2014912	7	4	0.0
Candidatus Arthromitus sp. SFB-mouse-NL	1508644	species	1654902	1	0	0.0
Ruminiclostridium	1508657	genus	0	1	0	0.0
Sphingopyxis fribergensis	1515612	species	5202172	48	24	0.0
Geobacillus sp. LC300	1519377	species	3532580	11	1	0.0
Dehalococcoides sp. UCH007	1522671	species	1473548	12	0	0.0
Vulgatibacter	1524214	genus	0	1	0	0.0
Anaeromyxobacteraceae	1524215	family	0	2	0	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	12	10	0.0
Bosea vaviloviae	1526658	species	6713548	101	64	0.0
Planococcus sp. PAMC 21323	1526927	species	3199864	3	2	0.0
Mycobacterium phage Swirley	1527534	species	49717	1	0	0.0
Rickettsiales bacterium Ac37b	1528098	species	1917564	3	2	0.0
Lawsonella clevelandensis	1528099	species	3775705	3	3	0.0
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	17	13	0.0
Brevundimonas sp. DS20	1532555	species	3475610	40	26	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	22	5	0.0
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	17	5	0.0
Paenibacillus sp. FSL R5-0345	1536770	species	6787172	7	5	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	14	4	0.0
Paenibacillus sp. FSL R7-0273	1536772	species	7288921	16	6	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	8	1	0.0
Paenibacillus sp. FSL H7-0357	1536774	species	7692748	11	5	0.0
Paenibacillus sp. FSL H7-0737	1536775	species	6765883	4	1	0.0
Methylomonas denitrificans	1538553	species	5172098	32	20	0.0
Sphingobacterium sp. ML3W	1538644	species	5329010	5	5	0.0
Treponema sp. OMZ 838	1539298	species	2708067	3	2	0.0
Candidatus Izimaplasma sp. HR1	1541959	species	1878735	3	1	0.0
Prochlorococcus phage P-TIM68	1542477	species	197361	1	1	0.0
Mycobacterium phage VohminGhazi	1542912	species	52155	1	1	0.0
Sedimenticola thiotaurini	1543721	species	3962284	75	55	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	3	2	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	55	40	0.0
Francisella sp. FSC1006	1547445	species	2015987	1	1	0.0
Woeseia oceani	1548547	species	4059891	161	140	0.0
Haematospirillum jordaniae	1549855	species	2467625	6	3	0.0
Sphingomonas taxi	1549858	species	4061902	52	30	0.0
Limnochorda pilosa	1555112	species	3817036	59	42	0.0
Streptomyces phage Jay2Jay	1556290	species	133531	1	1	0.0
Sulfuricellales	1559979	order	0	1	0	0.0
Sulfuricellaceae	1559980	family	0	1	0	0.0
Enterobacter sp. E20	1560339	species	4763114	14	5	0.0
Sphingomonas panacis	1560345	species	5322941	50	32	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	65	32	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	41	23	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	27	14	0.0
Fermentimonas caenicola	1562970	species	2808926	3	2	0.0
Rhodococcus sp. B7740	1564114	species	5341557	34	23	0.0
Carnobacterium sp. CP1	1564681	species	2614401	3	2	0.0
Bacillus sp. X1(2014)	1565991	species	3422674	3	2	0.0
Paenibacillus sp. IHBB 10380	1566358	species	5787303	5	4	0.0
Escherichia phage vB_EcoM_VR20	1567027	leaf	170336	1	1	0.0
Mycobacterium phage Keshu	1567471	species	61251	1	1	0.0
Mycobacterium phage Sbash	1567475	species	55832	1	1	0.0
Mycobacterium sp. NRRL B-3805	1570328	species	5421338	43	0	0.0
Bacillus sp. BH072	1570330	species	4069641	7	0	0.0
Bacillus sp. YP1	1574141	species	4153566	2	0	0.0
Candidatus Methanoplasma termitum	1577791	species	1488669	2	1	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	24	13	0.0
Halocynthiibacter arcticus	1579316	species	4376120	18	14	0.0
Parapoxvirus red deer/HL953	1579460	species	139981	2	2	0.0
Wenzhouxiangella marina	1579979	species	3675202	135	105	0.0
Candidatus Nitrosopumilus adriaticus	1580092	species	1803090	21	19	0.0
Sulfurospirillum sp. UCH001	1581011	species	2606563	3	2	0.0
Candidatus Methylopumilus planktonicus	1581557	species	1356428	3	2	0.0
Candidatus Methylopumilus turicensis	1581680	species	1754988	3	2	0.0
Fusobacterium hwasookii	1583098	species	2496436	1	1	0.0
Myroides sp. A21	1583100	species	4155464	6	1	0.0
Pseudomonas cerasi	1583341	species	6345256	32	8	0.0
Ralstonia phage RSL2	1585840	species	223932	1	1	0.0
Lentzea sp. DHS C013	1586287	species	9997872	112	70	0.0
Yellowstone lake phycodnavirus 1	1586713	species	178262	1	1	0.0
Mycobacterium phage Sheen	1589274	species	52927	1	1	0.0
Achromobacter phage JWF	1589748	species	81541	1	1	0.0
Helicobacter himalayensis	1591088	species	1829936	1	1	0.0
Haloarcula sp. CBA1115	1592728	species	4225046	22	5	0.0
Coxiella-like endosymbiont	1592897	species	1733840	9	7	0.0
Candidatus Nitrosotenuis cloacae	1603555	species	1620156	6	4	0.0
Desulfuromonas soudanensis	1603606	species	3958620	115	77	0.0
Halanaeroarchaeum sulfurireducens	1604004	species	4463238	12	8	0.0
Thiolapillus	1608298	genus	0	2	0	0.0
Acinetobacter sp. NCu2D-2	1608473	species	3048277	5	4	0.0
Candidatus Filomicrobium marinum	1608628	species	7939883	16	9	0.0
Pyrococcus sp. NCB100	1609559	species	1977126	3	2	0.0
Confluentimicrobium	1609958	genus	0	1	0	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	63	42	0.0
Methanobrevibacter sp. YE315	1609968	species	2273296	1	1	0.0
Sphingomonas hengshuiensis	1609977	species	5228389	51	36	0.0
Verrucomicrobia bacterium L21-Fru-AB	1609981	species	2949723	54	44	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	67	26	0.0
Geminocystis sp. NIES-3708	1615909	species	4042078	6	5	0.0
